"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
87,50,20,50,0.95,100,0.01,100,0.01,29,0,16,24,0,13
88,50,20,50,0.95,100,0.01,100,0.01,39,1,13,12,0,9
89,50,20,50,0.95,100,0.01,100,0.01,25,0,11,26,0,13
90,50,20,50,0.95,100,0.01,100,0.01,30,1,9,15,1,9
91,50,20,50,0.95,100,0.01,100,0.01,34,0,14,19,0,13
92,50,20,50,0.95,100,0.01,100,0.01,49,0,15,23,0,14
93,50,20,50,0.95,100,0.01,100,0.01,26,0,12,29,1,13
94,50,20,50,0.95,100,0.01,100,0.01,34,0,10,20,1,11
95,50,20,50,0.95,100,0.01,100,0.01,36,0,12,30,0,15
96,50,20,50,0.95,100,0.01,100,0.01,38,0,12,22,0,14
97,50,20,50,0.95,100,0.01,100,0.01,41,0,16,19,0,10
98,50,20,50,0.95,100,0.01,100,0.01,13,0,8,22,0,10
99,50,20,50,0.95,100,0.01,100,0.01,31,0,14,20,0,11
100,50,20,50,0.95,100,0.01,100,0.01,41,1,13,21,0,11
1,50,50,50,0.95,100,0.01,100,0.01,115,0,40,50,0,34
2,50,50,50,0.95,100,0.01,100,0.01,74,0,28,42,0,25
3,50,50,50,0.95,100,0.01,100,0.01,106,1,32,45,0,30
4,50,50,50,0.95,100,0.01,100,0.01,98,0,34,49,0,29
5,50,50,50,0.95,100,0.01,100,0.01,78,0,30,55,0,34
6,50,50,50,0.95,100,0.01,100,0.01,84,2,35,59,1,32
7,50,50,50,0.95,100,0.01,100,0.01,77,0,30,50,0,29
8,50,50,50,0.95,100,0.01,100,0.01,82,0,32,42,0,25
9,50,50,50,0.95,100,0.01,100,0.01,87,1,36,43,0,28
10,50,50,50,0.95,100,0.01,100,0.01,87,0,34,42,0,32
11,50,50,50,0.95,100,0.01,100,0.01,99,2,36,55,0,33
12,50,50,50,0.95,100,0.01,100,0.01,106,1,32,44,0,26
13,50,50,50,0.95,100,0.01,100,0.01,95,0,33,55,1,37
14,50,50,50,0.95,100,0.01,100,0.01,108,1,39,46,1,28
15,50,50,50,0.95,100,0.01,100,0.01,116,1,37,44,1,31
16,50,50,50,0.95,100,0.01,100,0.01,79,1,31,48,0,30
17,50,50,50,0.95,100,0.01,100,0.01,120,1,36,48,0,31
18,50,50,50,0.95,100,0.01,100,0.01,77,1,30,51,0,29
19,50,50,50,0.95,100,0.01,100,0.01,89,2,35,43,1,25
20,50,50,50,0.95,100,0.01,100,0.01,76,0,36,49,0,33
21,50,50,50,0.95,100,0.01,100,0.01,105,2,36,57,1,33
22,50,50,50,0.95,100,0.01,100,0.01,88,1,32,57,0,27
23,50,50,50,0.95,100,0.01,100,0.01,82,3,27,44,0,26
24,50,50,50,0.95,100,0.01,100,0.01,86,1,31,53,1,32
25,50,50,50,0.95,100,0.01,100,0.01,63,0,29,50,2,30
26,50,50,50,0.95,100,0.01,100,0.01,74,1,26,47,0,30
27,50,50,50,0.95,100,0.01,100,0.01,97,1,38,60,1,38
28,50,50,50,0.95,100,0.01,100,0.01,98,0,34,61,0,39
29,50,50,50,0.95,100,0.01,100,0.01,78,0,30,39,0,27
30,50,50,50,0.95,100,0.01,100,0.01,78,0,31,42,2,24
31,50,50,50,0.95,100,0.01,100,0.01,62,0,25,48,1,30
32,50,50,50,0.95,100,0.01,100,0.01,72,1,33,50,0,33
33,50,50,50,0.95,100,0.01,100,0.01,109,1,34,51,1,29
34,50,50,50,0.95,100,0.01,100,0.01,75,1,32,43,0,30
35,50,50,50,0.95,100,0.01,100,0.01,89,0,36,45,0,31
36,50,50,50,0.95,100,0.01,100,0.01,125,2,37,42,1,27
37,50,50,50,0.95,100,0.01,100,0.01,145,2,34,56,0,33
38,50,50,50,0.95,100,0.01,100,0.01,81,1,31,41,1,29
39,50,50,50,0.95,100,0.01,100,0.01,86,0,37,42,0,24
40,50,50,50,0.95,100,0.01,100,0.01,96,1,31,49,2,32
41,50,50,50,0.95,100,0.01,100,0.01,91,1,29,47,0,34
42,50,50,50,0.95,100,0.01,100,0.01,82,1,33,52,1,33
43,50,50,50,0.95,100,0.01,100,0.01,96,1,31,37,0,30
44,50,50,50,0.95,100,0.01,100,0.01,95,2,33,49,1,31
45,50,50,50,0.95,100,0.01,100,0.01,99,0,38,44,1,28
46,50,50,50,0.95,100,0.01,100,0.01,106,0,37,50,0,28
47,50,50,50,0.95,100,0.01,100,0.01,90,0,33,39,0,25
48,50,50,50,0.95,100,0.01,100,0.01,84,0,26,61,1,35
49,50,50,50,0.95,100,0.01,100,0.01,96,2,32,56,0,32
50,50,50,50,0.95,100,0.01,100,0.01,88,1,36,51,0,31
51,50,50,50,0.95,100,0.01,100,0.01,71,0,31,42,1,29
52,50,50,50,0.95,100,0.01,100,0.01,73,1,32,42,1,32
53,50,50,50,0.95,100,0.01,100,0.01,79,0,35,68,0,36
54,50,50,50,0.95,100,0.01,100,0.01,72,0,27,53,0,31
55,50,50,50,0.95,100,0.01,100,0.01,103,1,36,46,0,30
56,50,50,50,0.95,100,0.01,100,0.01,85,2,33,47,2,32
57,50,50,50,0.95,100,0.01,100,0.01,126,2,36,57,0,35
58,50,50,50,0.95,100,0.01,100,0.01,77,1,29,51,0,36
59,50,50,50,0.95,100,0.01,100,0.01,97,1,33,59,0,29
60,50,50,50,0.95,100,0.01,100,0.01,70,1,31,46,1,31
61,50,50,50,0.95,100,0.01,100,0.01,88,0,36,58,1,34
62,50,50,50,0.95,100,0.01,100,0.01,74,0,25,39,0,22
63,50,50,50,0.95,100,0.01,100,0.01,81,0,27,56,0,34
64,50,50,50,0.95,100,0.01,100,0.01,103,2,31,51,1,33
65,50,50,50,0.95,100,0.01,100,0.01,57,0,27,54,1,33
66,50,50,50,0.95,100,0.01,100,0.01,131,2,38,50,1,34
67,50,50,50,0.95,100,0.01,100,0.01,69,0,29,48,0,25
68,50,50,50,0.95,100,0.01,100,0.01,106,2,35,44,0,32
69,50,50,50,0.95,100,0.01,100,0.01,74,2,26,50,0,35
70,50,50,50,0.95,100,0.01,100,0.01,109,2,30,57,1,31
71,50,50,50,0.95,100,0.01,100,0.01,90,1,36,46,2,34
72,50,50,50,0.95,100,0.01,100,0.01,84,0,29,35,0,26
73,50,50,50,0.95,100,0.01,100,0.01,122,4,35,46,1,30
74,50,50,50,0.95,100,0.01,100,0.01,101,0,34,46,1,31
75,50,50,50,0.95,100,0.01,100,0.01,118,1,36,53,1,31
76,50,50,50,0.95,100,0.01,100,0.01,104,1,33,49,2,32
77,50,50,50,0.95,100,0.01,100,0.01,103,0,38,41,0,27
78,50,50,50,0.95,100,0.01,100,0.01,92,1,33,47,2,28
79,50,50,50,0.95,100,0.01,100,0.01,68,2,26,59,1,33
80,50,50,50,0.95,100,0.01,100,0.01,85,0,34,49,1,32
81,50,50,50,0.95,100,0.01,100,0.01,81,1,32,54,0,30
82,50,50,50,0.95,100,0.01,100,0.01,76,1,33,42,0,28
83,50,50,50,0.95,100,0.01,100,0.01,83,1,32,46,0,32
84,50,50,50,0.95,100,0.01,100,0.01,72,2,28,47,1,28
85,50,50,50,0.95,100,0.01,100,0.01,95,0,37,55,0,33
86,50,50,50,0.95,100,0.01,100,0.01,74,0,28,49,1,30
87,50,50,50,0.95,100,0.01,100,0.01,103,3,37,56,0,29
88,50,50,50,0.95,100,0.01,100,0.01,99,1,34,57,0,33
89,50,50,50,0.95,100,0.01,100,0.01,135,1,35,54,0,36
90,50,50,50,0.95,100,0.01,100,0.01,83,0,32,44,0,30
91,50,50,50,0.95,100,0.01,100,0.01,73,0,26,44,0,28
92,50,50,50,0.95,100,0.01,100,0.01,102,1,35,56,2,35
93,50,50,50,0.95,100,0.01,100,0.01,81,1,31,53,1,33
94,50,50,50,0.95,100,0.01,100,0.01,85,1,32,47,0,27
95,50,50,50,0.95,100,0.01,100,0.01,78,1,33,44,0,30
96,50,50,50,0.95,100,0.01,100,0.01,104,2,37,49,2,33
97,50,50,50,0.95,100,0.01,100,0.01,93,2,33,35,0,25
98,50,50,50,0.95,100,0.01,100,0.01,93,1,35,49,1,30
99,50,50,50,0.95,100,0.01,100,0.01,74,1,30,45,1,29
100,50,50,50,0.95,100,0.01,100,0.01,68,0,28,44,0,32
1,50,100,50,0.95,100,0.01,100,0.01,171,2,68,96,0,61
2,50,100,50,0.95,100,0.01,100,0.01,159,0,62,86,2,58
3,50,100,50,0.95,100,0.01,100,0.01,179,4,67,102,0,60
4,50,100,50,0.95,100,0.01,100,0.01,168,1,68,99,0,61
5,50,100,50,0.95,100,0.01,100,0.01,183,2,73,90,1,66
6,50,100,50,0.95,100,0.01,100,0.01,150,1,59,91,0,51
7,50,100,50,0.95,100,0.01,100,0.01,166,0,64,98,0,63
8,50,100,50,0.95,100,0.01,100,0.01,197,0,65,92,0,65
9,50,100,50,0.95,100,0.01,100,0.01,164,3,64,96,0,58
10,50,100,50,0.95,100,0.01,100,0.01,172,1,63,102,0,68
11,50,100,50,0.95,100,0.01,100,0.01,180,0,66,126,2,66
12,50,100,50,0.95,100,0.01,100,0.01,192,5,62,84,1,55
13,50,100,50,0.95,100,0.01,100,0.01,151,2,59,96,0,55
14,50,100,50,0.95,100,0.01,100,0.01,186,2,64,102,0,62
15,50,100,50,0.95,100,0.01,100,0.01,177,0,60,111,0,58
16,50,100,50,0.95,100,0.01,100,0.01,159,4,61,93,1,63
17,50,100,50,0.95,100,0.01,100,0.01,184,0,66,94,0,57
18,50,100,50,0.95,100,0.01,100,0.01,191,5,69,101,0,60
19,50,100,50,0.95,100,0.01,100,0.01,162,2,70,97,2,67
20,50,100,50,0.95,100,0.01,100,0.01,219,3,70,125,1,73
21,50,100,50,0.95,100,0.01,100,0.01,131,3,61,99,2,61
22,50,100,50,0.95,100,0.01,100,0.01,242,2,72,92,3,58
23,50,100,50,0.95,100,0.01,100,0.01,211,1,78,86,1,53
24,50,100,50,0.95,100,0.01,100,0.01,210,5,69,93,1,60
25,50,100,50,0.95,100,0.01,100,0.01,189,3,69,93,1,60
26,50,100,50,0.95,100,0.01,100,0.01,201,2,72,85,3,61
27,50,100,50,0.95,100,0.01,100,0.01,195,2,71,99,3,59
28,50,100,50,0.95,100,0.01,100,0.01,220,2,68,80,1,49
29,50,100,50,0.95,100,0.01,100,0.01,207,1,75,84,2,52
30,50,100,50,0.95,100,0.01,100,0.01,160,0,59,98,1,59
31,50,100,50,0.95,100,0.01,100,0.01,151,0,59,110,2,69
32,50,100,50,0.95,100,0.01,100,0.01,136,5,55,101,0,58
33,50,100,50,0.95,100,0.01,100,0.01,172,2,71,101,1,64
34,50,100,50,0.95,100,0.01,100,0.01,178,1,76,104,1,67
35,50,100,50,0.95,100,0.01,100,0.01,199,0,66,108,0,66
36,50,100,50,0.95,100,0.01,100,0.01,222,4,69,95,0,58
37,50,100,50,0.95,100,0.01,100,0.01,129,2,56,101,2,60
38,50,100,50,0.95,100,0.01,100,0.01,212,1,72,138,2,78
39,50,100,50,0.95,100,0.01,100,0.01,180,1,68,102,0,60
40,50,100,50,0.95,100,0.01,100,0.01,182,0,68,93,1,66
41,50,100,50,0.95,100,0.01,100,0.01,186,1,68,89,1,57
42,50,100,50,0.95,100,0.01,100,0.01,138,2,54,101,2,63
43,50,100,50,0.95,100,0.01,100,0.01,156,3,56,107,2,62
44,50,100,50,0.95,100,0.01,100,0.01,191,3,71,106,1,73
45,50,100,50,0.95,100,0.01,100,0.01,151,2,59,85,1,56
46,50,100,50,0.95,100,0.01,100,0.01,186,3,66,89,3,57
47,50,100,50,0.95,100,0.01,100,0.01,179,2,71,85,3,55
48,50,100,50,0.95,100,0.01,100,0.01,157,3,58,95,0,57
49,50,100,50,0.95,100,0.01,100,0.01,207,5,74,100,2,60
50,50,100,50,0.95,100,0.01,100,0.01,172,3,64,88,0,55
51,50,100,50,0.95,100,0.01,100,0.01,216,5,67,103,2,66
52,50,100,50,0.95,100,0.01,100,0.01,182,3,62,97,1,60
53,50,100,50,0.95,100,0.01,100,0.01,149,0,65,135,1,73
54,50,100,50,0.95,100,0.01,100,0.01,188,0,62,98,0,62
55,50,100,50,0.95,100,0.01,100,0.01,188,1,70,103,2,66
56,50,100,50,0.95,100,0.01,100,0.01,192,1,70,116,0,67
57,50,100,50,0.95,100,0.01,100,0.01,201,0,74,110,0,61
58,50,100,50,0.95,100,0.01,100,0.01,200,3,66,84,2,52
59,50,100,50,0.95,100,0.01,100,0.01,192,3,68,102,0,58
60,50,100,50,0.95,100,0.01,100,0.01,169,2,68,96,2,59
61,50,100,50,0.95,100,0.01,100,0.01,158,2,68,91,1,58
62,50,100,50,0.95,100,0.01,100,0.01,172,1,61,81,2,55
63,50,100,50,0.95,100,0.01,100,0.01,145,3,55,113,1,69
64,50,100,50,0.95,100,0.01,100,0.01,203,1,66,108,0,64
65,50,100,50,0.95,100,0.01,100,0.01,169,1,61,95,1,61
66,50,100,50,0.95,100,0.01,100,0.01,211,3,63,93,1,53
67,50,100,50,0.95,100,0.01,100,0.01,176,1,66,99,1,61
68,50,100,50,0.95,100,0.01,100,0.01,167,0,63,101,0,65
69,50,100,50,0.95,100,0.01,100,0.01,166,3,62,87,1,57
70,50,100,50,0.95,100,0.01,100,0.01,187,3,69,95,1,62
71,50,100,50,0.95,100,0.01,100,0.01,174,1,66,97,1,62
72,50,100,50,0.95,100,0.01,100,0.01,151,1,56,112,0,64
73,50,100,50,0.95,100,0.01,100,0.01,161,2,64,122,1,72
74,50,100,50,0.95,100,0.01,100,0.01,194,2,74,96,1,58
75,50,100,50,0.95,100,0.01,100,0.01,191,2,67,89,2,55
76,50,100,50,0.95,100,0.01,100,0.01,144,2,54,113,2,66
77,50,100,50,0.95,100,0.01,100,0.01,205,0,75,90,0,59
78,50,100,50,0.95,100,0.01,100,0.01,197,5,65,106,1,66
79,50,100,50,0.95,100,0.01,100,0.01,174,1,63,92,2,58
80,50,100,50,0.95,100,0.01,100,0.01,166,0,75,104,0,64
81,50,100,50,0.95,100,0.01,100,0.01,210,0,73,133,0,74
82,50,100,50,0.95,100,0.01,100,0.01,177,0,70,104,0,62
83,50,100,50,0.95,100,0.01,100,0.01,149,3,54,107,1,65
84,50,100,50,0.95,100,0.01,100,0.01,190,2,73,103,0,64
85,50,100,50,0.95,100,0.01,100,0.01,167,2,64,91,1,60
86,50,100,50,0.95,100,0.01,100,0.01,176,0,58,125,1,66
87,50,100,50,0.95,100,0.01,100,0.01,188,0,66,95,2,61
88,50,100,50,0.95,100,0.01,100,0.01,183,0,71,110,1,63
89,50,100,50,0.95,100,0.01,100,0.01,181,3,66,95,1,58
90,50,100,50,0.95,100,0.01,100,0.01,213,3,70,96,2,62
91,50,100,50,0.95,100,0.01,100,0.01,189,0,67,128,1,67
92,50,100,50,0.95,100,0.01,100,0.01,160,0,65,107,1,62
93,50,100,50,0.95,100,0.01,100,0.01,212,1,66,111,3,66
94,50,100,50,0.95,100,0.01,100,0.01,203,3,75,98,3,60
95,50,100,50,0.95,100,0.01,100,0.01,169,0,63,91,0,54
96,50,100,50,0.95,100,0.01,100,0.01,197,3,64,121,1,67
97,50,100,50,0.95,100,0.01,100,0.01,172,0,60,90,0,58
98,50,100,50,0.95,100,0.01,100,0.01,211,1,74,115,0,68
99,50,100,50,0.95,100,0.01,100,0.01,168,2,61,96,2,58
100,50,100,50,0.95,100,0.01,100,0.01,164,1,64,100,0,61
1,50,20,100,0.95,100,0.01,100,0.01,56,0,14,19,0,10
2,50,20,100,0.95,100,0.01,100,0.01,61,0,15,31,1,13
3,50,20,100,0.95,100,0.01,100,0.01,100,0,18,44,0,17
4,50,20,100,0.95,100,0.01,100,0.01,51,1,17,27,0,13
5,50,20,100,0.95,100,0.01,100,0.01,82,1,16,36,1,17
6,50,20,100,0.95,100,0.01,100,0.01,78,1,17,36,0,14
7,50,20,100,0.95,100,0.01,100,0.01,62,1,16,28,0,14
8,50,20,100,0.95,100,0.01,100,0.01,64,2,17,33,0,17
9,50,20,100,0.95,100,0.01,100,0.01,60,0,16,31,0,13
10,50,20,100,0.95,100,0.01,100,0.01,86,3,17,28,0,13
11,50,20,100,0.95,100,0.01,100,0.01,49,0,14,39,0,17
12,50,20,100,0.95,100,0.01,100,0.01,57,0,15,45,0,17
13,50,20,100,0.95,100,0.01,100,0.01,77,2,16,30,1,15
14,50,20,100,0.95,100,0.01,100,0.01,58,0,15,32,0,16
15,50,20,100,0.95,100,0.01,100,0.01,74,0,18,28,0,14
16,50,20,100,0.95,100,0.01,100,0.01,65,1,17,38,0,18
17,50,20,100,0.95,100,0.01,100,0.01,85,0,17,29,0,17
18,50,20,100,0.95,100,0.01,100,0.01,81,2,17,32,0,16
19,50,20,100,0.95,100,0.01,100,0.01,40,0,16,33,0,16
20,50,20,100,0.95,100,0.01,100,0.01,62,2,18,30,1,16
21,50,20,100,0.95,100,0.01,100,0.01,71,2,17,33,0,15
22,50,20,100,0.95,100,0.01,100,0.01,77,1,16,40,1,16
23,50,20,100,0.95,100,0.01,100,0.01,99,0,19,35,0,15
24,50,20,100,0.95,100,0.01,100,0.01,59,2,15,44,2,20
25,50,20,100,0.95,100,0.01,100,0.01,60,0,15,31,0,15
26,50,20,100,0.95,100,0.01,100,0.01,61,1,16,35,0,17
27,50,20,100,0.95,100,0.01,100,0.01,62,0,16,32,0,15
28,50,20,100,0.95,100,0.01,100,0.01,87,0,18,41,1,18
29,50,20,100,0.95,100,0.01,100,0.01,101,1,20,40,0,19
30,50,20,100,0.95,100,0.01,100,0.01,42,1,12,44,0,16
31,50,20,100,0.95,100,0.01,100,0.01,71,1,18,30,1,17
32,50,20,100,0.95,100,0.01,100,0.01,61,0,14,33,0,16
33,50,20,100,0.95,100,0.01,100,0.01,82,1,17,27,0,14
34,50,20,100,0.95,100,0.01,100,0.01,59,1,14,40,0,17
35,50,20,100,0.95,100,0.01,100,0.01,61,0,15,37,0,17
36,50,20,100,0.95,100,0.01,100,0.01,52,0,18,31,0,16
37,50,20,100,0.95,100,0.01,100,0.01,51,0,16,37,0,15
38,50,20,100,0.95,100,0.01,100,0.01,61,0,14,38,0,14
39,50,20,100,0.95,100,0.01,100,0.01,65,1,16,44,1,17
40,50,20,100,0.95,100,0.01,100,0.01,69,0,16,50,1,18
41,50,20,100,0.95,100,0.01,100,0.01,62,0,18,42,0,13
42,50,20,100,0.95,100,0.01,100,0.01,55,1,14,34,0,16
43,50,20,100,0.95,100,0.01,100,0.01,47,1,18,46,0,16
44,50,20,100,0.95,100,0.01,100,0.01,69,3,20,36,0,17
45,50,20,100,0.95,100,0.01,100,0.01,66,0,18,31,1,16
46,50,20,100,0.95,100,0.01,100,0.01,63,2,15,33,0,14
47,50,20,100,0.95,100,0.01,100,0.01,80,0,18,30,0,15
48,50,20,100,0.95,100,0.01,100,0.01,61,0,15,25,0,13
49,50,20,100,0.95,100,0.01,100,0.01,65,0,16,24,0,15
50,50,20,100,0.95,100,0.01,100,0.01,66,0,16,51,0,19
51,50,20,100,0.95,100,0.01,100,0.01,73,2,14,29,0,17
52,50,20,100,0.95,100,0.01,100,0.01,61,0,18,34,0,16
53,50,20,100,0.95,100,0.01,100,0.01,69,2,16,41,0,16
54,50,20,100,0.95,100,0.01,100,0.01,68,1,15,36,1,15
55,50,20,100,0.95,100,0.01,100,0.01,102,1,18,44,3,18
56,50,20,100,0.95,100,0.01,100,0.01,79,0,16,31,1,14
57,50,20,100,0.95,100,0.01,100,0.01,73,2,17,37,0,19
58,50,20,100,0.95,100,0.01,100,0.01,40,0,15,43,0,19
59,50,20,100,0.95,100,0.01,100,0.01,66,0,16,34,0,14
60,50,20,100,0.95,100,0.01,100,0.01,81,0,16,31,0,16
61,50,20,100,0.95,100,0.01,100,0.01,54,0,15,22,0,11
62,50,20,100,0.95,100,0.01,100,0.01,75,0,18,27,0,13
63,50,20,100,0.95,100,0.01,100,0.01,64,2,16,36,0,16
64,50,20,100,0.95,100,0.01,100,0.01,58,0,16,36,0,15
65,50,20,100,0.95,100,0.01,100,0.01,55,1,17,33,0,15
66,50,20,100,0.95,100,0.01,100,0.01,88,1,17,42,0,16
67,50,20,100,0.95,100,0.01,100,0.01,65,0,13,39,0,14
68,50,20,100,0.95,100,0.01,100,0.01,77,1,17,26,1,14
69,50,20,100,0.95,100,0.01,100,0.01,64,1,17,28,2,15
70,50,20,100,0.95,100,0.01,100,0.01,66,1,18,29,2,13
71,50,20,100,0.95,100,0.01,100,0.01,95,0,18,42,0,17
72,50,20,100,0.95,100,0.01,100,0.01,65,1,15,35,0,14
73,50,20,100,0.95,100,0.01,100,0.01,50,0,13,40,1,15
74,50,20,100,0.95,100,0.01,100,0.01,71,0,16,23,1,14
75,50,20,100,0.95,100,0.01,100,0.01,41,1,16,31,1,14
76,50,20,100,0.95,100,0.01,100,0.01,66,0,15,43,0,16
77,50,20,100,0.95,100,0.01,100,0.01,69,1,14,24,0,14
78,50,20,100,0.95,100,0.01,100,0.01,63,0,18,27,0,13
79,50,20,100,0.95,100,0.01,100,0.01,87,2,17,29,0,15
80,50,20,100,0.95,100,0.01,100,0.01,56,2,15,34,0,15
81,50,20,100,0.95,100,0.01,100,0.01,58,1,13,40,0,18
82,50,20,100,0.95,100,0.01,100,0.01,71,0,18,38,0,15
83,50,20,100,0.95,100,0.01,100,0.01,51,0,17,26,1,11
84,50,20,100,0.95,100,0.01,100,0.01,68,0,17,32,0,15
85,50,20,100,0.95,100,0.01,100,0.01,59,0,18,30,1,15
86,50,20,100,0.95,100,0.01,100,0.01,81,2,17,30,1,15
87,50,20,100,0.95,100,0.01,100,0.01,56,1,16,24,0,14
88,50,20,100,0.95,100,0.01,100,0.01,82,2,15,32,0,17
89,50,20,100,0.95,100,0.01,100,0.01,48,0,14,32,1,16
90,50,20,100,0.95,100,0.01,100,0.01,70,2,16,30,0,16
91,50,20,100,0.95,100,0.01,100,0.01,93,1,18,28,0,13
92,50,20,100,0.95,100,0.01,100,0.01,84,0,17,20,0,14
93,50,20,100,0.95,100,0.01,100,0.01,74,0,15,29,0,13
94,50,20,100,0.95,100,0.01,100,0.01,94,0,17,31,0,16
95,50,20,100,0.95,100,0.01,100,0.01,51,0,13,26,0,15
96,50,20,100,0.95,100,0.01,100,0.01,66,1,17,36,1,15
97,50,20,100,0.95,100,0.01,100,0.01,80,2,17,43,0,18
98,50,20,100,0.95,100,0.01,100,0.01,58,0,15,41,0,17
99,50,20,100,0.95,100,0.01,100,0.01,57,0,14,36,0,14
100,50,20,100,0.95,100,0.01,100,0.01,57,2,15,39,0,17
1,50,50,100,0.95,100,0.01,100,0.01,189,1,44,84,0,43
2,50,50,100,0.95,100,0.01,100,0.01,155,1,42,77,1,39
3,50,50,100,0.95,100,0.01,100,0.01,206,5,43,79,1,37
4,50,50,100,0.95,100,0.01,100,0.01,180,2,43,81,1,40
5,50,50,100,0.95,100,0.01,100,0.01,195,2,39,109,1,43
6,50,50,100,0.95,100,0.01,100,0.01,180,1,36,67,1,29
7,50,50,100,0.95,100,0.01,100,0.01,173,0,39,75,2,36
8,50,50,100,0.95,100,0.01,100,0.01,147,1,37,90,0,42
9,50,50,100,0.95,100,0.01,100,0.01,184,3,41,88,0,41
10,50,50,100,0.95,100,0.01,100,0.01,202,1,39,90,1,38
11,50,50,100,0.95,100,0.01,100,0.01,198,3,43,82,0,37
12,50,50,100,0.95,100,0.01,100,0.01,127,1,36,90,0,37
13,50,50,100,0.95,100,0.01,100,0.01,146,1,38,94,3,41
14,50,50,100,0.95,100,0.01,100,0.01,188,1,43,79,1,37
15,50,50,100,0.95,100,0.01,100,0.01,171,1,40,80,0,37
16,50,50,100,0.95,100,0.01,100,0.01,191,3,44,80,0,40
17,50,50,100,0.95,100,0.01,100,0.01,193,0,43,106,2,41
18,50,50,100,0.95,100,0.01,100,0.01,186,3,38,75,0,41
19,50,50,100,0.95,100,0.01,100,0.01,152,0,39,83,0,39
20,50,50,100,0.95,100,0.01,100,0.01,146,0,38,93,1,37
21,50,50,100,0.95,100,0.01,100,0.01,151,2,42,78,1,40
22,50,50,100,0.95,100,0.01,100,0.01,175,1,41,104,2,41
23,50,50,100,0.95,100,0.01,100,0.01,223,2,42,85,1,41
24,50,50,100,0.95,100,0.01,100,0.01,158,2,34,85,0,40
25,50,50,100,0.95,100,0.01,100,0.01,179,1,43,84,1,36
26,50,50,100,0.95,100,0.01,100,0.01,158,1,39,93,0,42
27,50,50,100,0.95,100,0.01,100,0.01,173,0,41,78,1,40
28,50,50,100,0.95,100,0.01,100,0.01,140,0,40,81,1,36
29,50,50,100,0.95,100,0.01,100,0.01,164,3,41,70,0,37
30,50,50,100,0.95,100,0.01,100,0.01,172,2,43,97,1,38
31,50,50,100,0.95,100,0.01,100,0.01,198,9,39,86,1,36
32,50,50,100,0.95,100,0.01,100,0.01,170,0,42,96,0,38
33,50,50,100,0.95,100,0.01,100,0.01,171,1,42,85,0,39
34,50,50,100,0.95,100,0.01,100,0.01,159,0,43,87,1,39
35,50,50,100,0.95,100,0.01,100,0.01,177,0,43,81,0,37
36,50,50,100,0.95,100,0.01,100,0.01,178,3,41,64,2,36
37,50,50,100,0.95,100,0.01,100,0.01,189,2,36,69,0,34
38,50,50,100,0.95,100,0.01,100,0.01,175,1,43,77,0,39
39,50,50,100,0.95,100,0.01,100,0.01,167,2,43,82,1,34
40,50,50,100,0.95,100,0.01,100,0.01,139,2,39,77,2,32
41,50,50,100,0.95,100,0.01,100,0.01,138,0,36,90,0,39
42,50,50,100,0.95,100,0.01,100,0.01,171,4,39,82,0,39
43,50,50,100,0.95,100,0.01,100,0.01,179,2,40,103,2,37
44,50,50,100,0.95,100,0.01,100,0.01,199,1,44,82,1,41
45,50,50,100,0.95,100,0.01,100,0.01,183,3,41,85,0,40
46,50,50,100,0.95,100,0.01,100,0.01,189,2,42,78,1,37
47,50,50,100,0.95,100,0.01,100,0.01,169,1,43,67,0,35
48,50,50,100,0.95,100,0.01,100,0.01,139,3,38,98,4,41
49,50,50,100,0.95,100,0.01,100,0.01,141,0,37,93,3,38
50,50,50,100,0.95,100,0.01,100,0.01,214,1,44,83,2,39
51,50,50,100,0.95,100,0.01,100,0.01,160,3,39,85,2,41
52,50,50,100,0.95,100,0.01,100,0.01,166,0,41,82,1,36
53,50,50,100,0.95,100,0.01,100,0.01,180,3,46,96,0,40
54,50,50,100,0.95,100,0.01,100,0.01,173,5,43,83,0,41
55,50,50,100,0.95,100,0.01,100,0.01,147,0,45,96,3,38
56,50,50,100,0.95,100,0.01,100,0.01,187,2,42,89,2,39
57,50,50,100,0.95,100,0.01,100,0.01,153,1,40,92,0,37
58,50,50,100,0.95,100,0.01,100,0.01,157,3,41,79,0,40
59,50,50,100,0.95,100,0.01,100,0.01,133,0,38,91,0,39
60,50,50,100,0.95,100,0.01,100,0.01,155,3,40,82,1,40
61,50,50,100,0.95,100,0.01,100,0.01,168,3,40,77,1,36
62,50,50,100,0.95,100,0.01,100,0.01,155,0,39,86,1,40
63,50,50,100,0.95,100,0.01,100,0.01,223,3,45,94,0,39
64,50,50,100,0.95,100,0.01,100,0.01,180,2,38,87,1,37
65,50,50,100,0.95,100,0.01,100,0.01,226,3,46,92,0,38
66,50,50,100,0.95,100,0.01,100,0.01,170,0,38,84,0,38
67,50,50,100,0.95,100,0.01,100,0.01,181,2,39,98,0,37
68,50,50,100,0.95,100,0.01,100,0.01,181,4,42,76,1,35
69,50,50,100,0.95,100,0.01,100,0.01,146,2,38,77,0,39
70,50,50,100,0.95,100,0.01,100,0.01,147,2,38,96,1,40
71,50,50,100,0.95,100,0.01,100,0.01,168,0,42,102,0,41
72,50,50,100,0.95,100,0.01,100,0.01,190,3,40,84,0,37
73,50,50,100,0.95,100,0.01,100,0.01,126,1,38,80,0,38
