"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
1,50,50,500,0.95,5,0.001,5,0.001,40,0,16,13,0,13
2,50,50,500,0.95,5,0.001,5,0.001,46,0,19,12,0,12
3,50,50,500,0.95,5,0.001,5,0.001,53,0,16,17,0,17
4,50,50,500,0.95,5,0.001,5,0.001,37,0,15,11,0,11
5,50,50,500,0.95,5,0.001,5,0.001,49,0,14,16,0,16
6,50,50,500,0.95,5,0.001,5,0.001,28,0,10,7,0,7
7,50,50,500,0.95,5,0.001,5,0.001,29,0,11,13,0,12
8,50,50,500,0.95,5,0.001,5,0.001,30,0,11,16,0,15
9,50,50,500,0.95,5,0.001,5,0.001,40,0,18,19,0,17
10,50,50,500,0.95,5,0.001,5,0.001,31,0,15,8,0,7
11,50,50,500,0.95,5,0.001,5,0.001,56,0,21,21,0,16
12,50,50,500,0.95,5,0.001,5,0.001,36,0,13,22,0,19
13,50,50,500,0.95,5,0.001,5,0.001,26,0,11,13,0,13
14,50,50,500,0.95,5,0.001,5,0.001,59,0,19,15,0,13
15,50,50,500,0.95,5,0.001,5,0.001,54,0,15,8,0,7
16,50,50,500,0.95,5,0.001,5,0.001,12,0,6,9,0,9
17,50,50,500,0.95,5,0.001,5,0.001,23,0,11,15,0,10
18,50,50,500,0.95,5,0.001,5,0.001,47,0,17,14,0,12
19,50,50,500,0.95,5,0.001,5,0.001,55,0,15,9,0,9
20,50,50,500,0.95,5,0.001,5,0.001,41,0,13,13,0,10
21,50,50,500,0.95,5,0.001,5,0.001,53,0,15,15,0,15
22,50,50,500,0.95,5,0.001,5,0.001,31,0,12,14,0,12
23,50,50,500,0.95,5,0.001,5,0.001,43,0,17,15,0,15
24,50,50,500,0.95,5,0.001,5,0.001,41,0,13,16,0,12
25,50,50,500,0.95,5,0.001,5,0.001,42,0,17,11,0,10
26,50,50,500,0.95,5,0.001,5,0.001,47,0,16,20,0,18
27,50,50,500,0.95,5,0.001,5,0.001,21,0,9,16,0,15
28,50,50,500,0.95,5,0.001,5,0.001,39,0,14,14,0,11
29,50,50,500,0.95,5,0.001,5,0.001,33,0,14,16,0,16
30,50,50,500,0.95,5,0.001,5,0.001,39,0,16,11,0,10
31,50,50,500,0.95,5,0.001,5,0.001,42,0,17,5,0,5
32,50,50,500,0.95,5,0.001,5,0.001,42,0,17,9,0,9
33,50,50,500,0.95,5,0.001,5,0.001,18,0,10,20,0,17
34,50,50,500,0.95,5,0.001,5,0.001,37,0,13,11,0,10
35,50,50,500,0.95,5,0.001,5,0.001,30,0,11,16,0,14
36,50,50,500,0.95,5,0.001,5,0.001,45,0,16,17,0,12
37,50,50,500,0.95,5,0.001,5,0.001,43,0,18,9,0,8
38,50,50,500,0.95,5,0.001,5,0.001,51,0,20,20,0,16
39,50,50,500,0.95,5,0.001,5,0.001,39,0,13,15,0,13
40,50,50,500,0.95,5,0.001,5,0.001,32,0,15,11,0,10
41,50,50,500,0.95,5,0.001,5,0.001,44,0,14,12,0,12
42,50,50,500,0.95,5,0.001,5,0.001,43,0,20,14,0,13
43,50,50,500,0.95,5,0.001,5,0.001,15,0,7,9,0,9
44,50,50,500,0.95,5,0.001,5,0.001,36,1,15,19,0,19
45,50,50,500,0.95,5,0.001,5,0.001,26,0,11,13,0,12
46,50,50,500,0.95,5,0.001,5,0.001,27,0,12,7,0,7
47,50,50,500,0.95,5,0.001,5,0.001,32,0,11,10,0,9
48,50,50,500,0.95,5,0.001,5,0.001,45,1,16,23,0,20
49,50,50,500,0.95,5,0.001,5,0.001,28,0,13,18,0,13
50,50,50,500,0.95,5,0.001,5,0.001,27,0,10,15,0,13
51,50,50,500,0.95,5,0.001,5,0.001,32,0,11,10,0,10
52,50,50,500,0.95,5,0.001,5,0.001,25,0,13,9,0,9
53,50,50,500,0.95,5,0.001,5,0.001,29,0,12,8,0,7
54,50,50,500,0.95,5,0.001,5,0.001,20,0,7,15,0,15
55,50,50,500,0.95,5,0.001,5,0.001,52,0,13,13,0,10
56,50,50,500,0.95,5,0.001,5,0.001,22,0,11,14,0,12
57,50,50,500,0.95,5,0.001,5,0.001,27,0,13,7,0,4
58,50,50,500,0.95,5,0.001,5,0.001,59,0,19,14,0,9
59,50,50,500,0.95,5,0.001,5,0.001,10,0,6,12,0,11
60,50,50,500,0.95,5,0.001,5,0.001,46,0,14,12,0,12
61,50,50,500,0.95,5,0.001,5,0.001,29,0,12,18,0,16
62,50,50,500,0.95,5,0.001,5,0.001,21,0,14,13,0,11
63,50,50,500,0.95,5,0.001,5,0.001,24,0,9,16,0,15
64,50,50,500,0.95,5,0.001,5,0.001,35,0,10,18,0,17
65,50,50,500,0.95,5,0.001,5,0.001,53,0,22,18,0,16
66,50,50,500,0.95,5,0.001,5,0.001,42,0,14,19,0,16
67,50,50,500,0.95,5,0.001,5,0.001,33,0,14,13,0,10
68,50,50,500,0.95,5,0.001,5,0.001,35,0,10,18,0,15
69,50,50,500,0.95,5,0.001,5,0.001,30,0,9,10,0,9
70,50,50,500,0.95,5,0.001,5,0.001,20,0,8,16,0,14
71,50,50,500,0.95,5,0.001,5,0.001,27,0,13,13,0,11
72,50,50,500,0.95,5,0.001,5,0.001,20,0,7,8,0,8
73,50,50,500,0.95,5,0.001,5,0.001,27,0,14,9,1,7
74,50,50,500,0.95,5,0.001,5,0.001,25,0,9,5,0,4
75,50,50,500,0.95,5,0.001,5,0.001,43,0,17,9,0,7
76,50,50,500,0.95,5,0.001,5,0.001,22,0,10,15,0,14
77,50,50,500,0.95,5,0.001,5,0.001,61,0,20,13,0,12
78,50,50,500,0.95,5,0.001,5,0.001,26,0,7,14,0,13
79,50,50,500,0.95,5,0.001,5,0.001,45,0,19,12,0,9
80,50,50,500,0.95,5,0.001,5,0.001,45,0,15,17,0,15
81,50,50,500,0.95,5,0.001,5,0.001,35,1,17,20,0,18
82,50,50,500,0.95,5,0.001,5,0.001,37,0,15,23,0,17
83,50,50,500,0.95,5,0.001,5,0.001,32,0,13,10,0,8
84,50,50,500,0.95,5,0.001,5,0.001,70,0,19,10,0,10
85,50,50,500,0.95,5,0.001,5,0.001,49,0,19,14,0,11
86,50,50,500,0.95,5,0.001,5,0.001,48,0,14,14,0,13
87,50,50,500,0.95,5,0.001,5,0.001,26,0,12,14,0,11
88,50,50,500,0.95,5,0.001,5,0.001,56,0,19,13,0,11
89,50,50,500,0.95,5,0.001,5,0.001,43,0,13,14,0,11
90,50,50,500,0.95,5,0.001,5,0.001,24,0,11,11,0,9
91,50,50,500,0.95,5,0.001,5,0.001,32,0,14,23,0,17
92,50,50,500,0.95,5,0.001,5,0.001,27,0,11,8,0,8
93,50,50,500,0.95,5,0.001,5,0.001,38,0,14,12,0,12
94,50,50,500,0.95,5,0.001,5,0.001,48,0,14,11,0,10
95,50,50,500,0.95,5,0.001,5,0.001,21,0,10,18,0,13
96,50,50,500,0.95,5,0.001,5,0.001,32,0,12,13,0,13
97,50,50,500,0.95,5,0.001,5,0.001,31,0,11,12,0,11
98,50,50,500,0.95,5,0.001,5,0.001,49,0,18,12,0,11
99,50,50,500,0.95,5,0.001,5,0.001,41,0,15,16,0,12
100,50,50,500,0.95,5,0.001,5,0.001,36,0,12,15,0,12
1,50,50,500,0.95,25,0.001,5,0.001,208,1,40,15,0,15
2,50,50,500,0.95,25,0.001,5,0.001,208,0,36,7,0,7
3,50,50,500,0.95,25,0.001,5,0.001,219,0,35,16,0,11
4,50,50,500,0.95,25,0.001,5,0.001,140,0,38,10,0,9
5,50,50,500,0.95,25,0.001,5,0.001,176,0,36,12,0,10
6,50,50,500,0.95,25,0.001,5,0.001,155,1,32,17,0,15
7,50,50,500,0.95,25,0.001,5,0.001,157,0,35,18,0,13
8,50,50,500,0.95,25,0.001,5,0.001,189,0,38,11,0,10
9,50,50,500,0.95,25,0.001,5,0.001,168,0,35,10,0,7
10,50,50,500,0.95,25,0.001,5,0.001,203,0,41,11,0,10
11,50,50,500,0.95,25,0.001,5,0.001,198,0,41,24,0,21
12,50,50,500,0.95,25,0.001,5,0.001,208,0,36,10,0,10
13,50,50,500,0.95,25,0.001,5,0.001,227,1,42,12,0,9
14,50,50,500,0.95,25,0.001,5,0.001,161,0,32,14,0,13
15,50,50,500,0.95,25,0.001,5,0.001,221,0,42,16,0,16
16,50,50,500,0.95,25,0.001,5,0.001,214,1,39,15,0,12
17,50,50,500,0.95,25,0.001,5,0.001,155,0,39,9,0,8
18,50,50,500,0.95,25,0.001,5,0.001,159,0,40,20,0,16
19,50,50,500,0.95,25,0.001,5,0.001,182,0,39,14,0,12
20,50,50,500,0.95,25,0.001,5,0.001,165,0,34,18,0,17
21,50,50,500,0.95,25,0.001,5,0.001,207,1,38,17,0,16
22,50,50,500,0.95,25,0.001,5,0.001,128,0,39,10,0,10
23,50,50,500,0.95,25,0.001,5,0.001,174,0,42,17,0,15
24,50,50,500,0.95,25,0.001,5,0.001,161,0,36,13,0,10
25,50,50,500,0.95,25,0.001,5,0.001,163,0,40,13,0,11
26,50,50,500,0.95,25,0.001,5,0.001,271,0,37,11,0,8
27,50,50,500,0.95,25,0.001,5,0.001,190,0,40,13,0,12
28,50,50,500,0.95,25,0.001,5,0.001,170,0,40,17,0,16
29,50,50,500,0.95,25,0.001,5,0.001,188,0,41,12,0,11
30,50,50,500,0.95,25,0.001,5,0.001,172,0,42,17,0,15
31,50,50,500,0.95,25,0.001,5,0.001,153,0,43,15,0,13
32,50,50,500,0.95,25,0.001,5,0.001,175,0,30,14,0,12
33,50,50,500,0.95,25,0.001,5,0.001,234,0,42,12,0,11
34,50,50,500,0.95,25,0.001,5,0.001,186,0,37,14,0,13
35,50,50,500,0.95,25,0.001,5,0.001,162,0,43,15,0,14
36,50,50,500,0.95,25,0.001,5,0.001,258,0,40,27,0,21
37,50,50,500,0.95,25,0.001,5,0.001,174,0,39,15,0,13
38,50,50,500,0.95,25,0.001,5,0.001,187,0,37,13,0,11
39,50,50,500,0.95,25,0.001,5,0.001,161,0,35,14,0,13
40,50,50,500,0.95,25,0.001,5,0.001,200,0,44,16,0,15
41,50,50,500,0.95,25,0.001,5,0.001,168,0,37,20,0,20
42,50,50,500,0.95,25,0.001,5,0.001,164,0,36,17,0,14
43,50,50,500,0.95,25,0.001,5,0.001,236,0,42,20,0,17
44,50,50,500,0.95,25,0.001,5,0.001,159,0,36,9,0,9
45,50,50,500,0.95,25,0.001,5,0.001,202,0,44,14,0,14
46,50,50,500,0.95,25,0.001,5,0.001,216,0,34,15,0,13
47,50,50,500,0.95,25,0.001,5,0.001,179,0,38,14,0,14
48,50,50,500,0.95,25,0.001,5,0.001,244,1,43,15,0,13
49,50,50,500,0.95,25,0.001,5,0.001,145,0,33,7,0,7
50,50,50,500,0.95,25,0.001,5,0.001,169,0,36,12,0,11
51,50,50,500,0.95,25,0.001,5,0.001,148,0,33,9,0,8
52,50,50,500,0.95,25,0.001,5,0.001,192,0,38,11,0,11
53,50,50,500,0.95,25,0.001,5,0.001,214,0,38,14,0,13
54,50,50,500,0.95,25,0.001,5,0.001,169,0,34,9,0,9
55,50,50,500,0.95,25,0.001,5,0.001,188,0,37,11,0,10
56,50,50,500,0.95,25,0.001,5,0.001,161,2,36,15,0,14
57,50,50,500,0.95,25,0.001,5,0.001,204,0,37,18,0,15
58,50,50,500,0.95,25,0.001,5,0.001,183,0,38,7,0,7
59,50,50,500,0.95,25,0.001,5,0.001,155,1,39,17,0,14
60,50,50,500,0.95,25,0.001,5,0.001,171,0,38,17,0,14
61,50,50,500,0.95,25,0.001,5,0.001,211,0,36,24,1,18
62,50,50,500,0.95,25,0.001,5,0.001,244,0,42,14,0,13
63,50,50,500,0.95,25,0.001,5,0.001,202,0,41,16,0,11
64,50,50,500,0.95,25,0.001,5,0.001,172,0,42,22,0,19
65,50,50,500,0.95,25,0.001,5,0.001,149,0,36,15,0,14
66,50,50,500,0.95,25,0.001,5,0.001,200,0,39,13,0,13
67,50,50,500,0.95,25,0.001,5,0.001,205,0,40,24,0,21
68,50,50,500,0.95,25,0.001,5,0.001,154,0,36,18,0,17
69,50,50,500,0.95,25,0.001,5,0.001,202,0,38,13,0,12
70,50,50,500,0.95,25,0.001,5,0.001,200,0,36,12,0,11
71,50,50,500,0.95,25,0.001,5,0.001,208,0,41,13,0,12
72,50,50,500,0.95,25,0.001,5,0.001,163,2,37,15,0,12
73,50,50,500,0.95,25,0.001,5,0.001,160,0,31,13,0,13
74,50,50,500,0.95,25,0.001,5,0.001,200,0,41,12,0,11
75,50,50,500,0.95,25,0.001,5,0.001,206,0,39,14,0,13
76,50,50,500,0.95,25,0.001,5,0.001,156,0,33,20,0,18
77,50,50,500,0.95,25,0.001,5,0.001,165,0,34,14,0,14
78,50,50,500,0.95,25,0.001,5,0.001,153,0,35,10,0,6
79,50,50,500,0.95,25,0.001,5,0.001,213,0,43,10,0,9
80,50,50,500,0.95,25,0.001,5,0.001,179,0,38,13,0,13
81,50,50,500,0.95,25,0.001,5,0.001,165,0,40,18,0,16
82,50,50,500,0.95,25,0.001,5,0.001,137,0,38,10,0,9
83,50,50,500,0.95,25,0.001,5,0.001,147,1,33,16,0,14
84,50,50,500,0.95,25,0.001,5,0.001,214,0,34,14,0,11
85,50,50,500,0.95,25,0.001,5,0.001,177,0,37,13,0,11
86,50,50,500,0.95,25,0.001,5,0.001,142,1,41,19,0,17
87,50,50,500,0.95,25,0.001,5,0.001,232,0,34,12,0,12
88,50,50,500,0.95,25,0.001,5,0.001,172,0,34,11,0,11
89,50,50,500,0.95,25,0.001,5,0.001,153,0,38,21,0,18
90,50,50,500,0.95,25,0.001,5,0.001,172,1,44,16,0,14
91,50,50,500,0.95,25,0.001,5,0.001,145,0,36,18,0,18
92,50,50,500,0.95,25,0.001,5,0.001,211,0,42,23,0,16
93,50,50,500,0.95,25,0.001,5,0.001,170,0,35,12,0,12
94,50,50,500,0.95,25,0.001,5,0.001,173,0,42,8,0,8
95,50,50,500,0.95,25,0.001,5,0.001,200,0,41,18,0,17
96,50,50,500,0.95,25,0.001,5,0.001,207,0,33,9,0,7
97,50,50,500,0.95,25,0.001,5,0.001,154,0,39,11,0,10
98,50,50,500,0.95,25,0.001,5,0.001,197,1,36,13,0,12
99,50,50,500,0.95,25,0.001,5,0.001,157,0,39,15,0,14
100,50,50,500,0.95,25,0.001,5,0.001,198,0,40,19,0,15
1,50,50,500,0.95,100,0.001,5,0.001,605,0,49,14,0,11
2,50,50,500,0.95,100,0.001,5,0.001,846,2,50,18,0,17
3,50,50,500,0.95,100,0.001,5,0.001,751,2,49,13,0,12
4,50,50,500,0.95,100,0.001,5,0.001,819,0,50,15,1,12
5,50,50,500,0.95,100,0.001,5,0.001,737,0,46,17,0,13
6,50,50,500,0.95,100,0.001,5,0.001,826,1,49,16,0,16
7,50,50,500,0.95,100,0.001,5,0.001,917,2,50,10,0,10
8,50,50,500,0.95,100,0.001,5,0.001,664,1,49,14,0,13
9,50,50,500,0.95,100,0.001,5,0.001,640,2,47,16,1,11
10,50,50,500,0.95,100,0.001,5,0.001,608,2,47,16,0,16
11,50,50,500,0.95,100,0.001,5,0.001,809,1,47,17,0,15
12,50,50,500,0.95,100,0.001,5,0.001,603,2,48,11,0,11
13,50,50,500,0.95,100,0.001,5,0.001,763,2,49,9,0,8
14,50,50,500,0.95,100,0.001,5,0.001,690,1,47,14,0,13
15,50,50,500,0.95,100,0.001,5,0.001,824,1,50,14,0,13
16,50,50,500,0.95,100,0.001,5,0.001,606,0,47,12,0,9
17,50,50,500,0.95,100,0.001,5,0.001,736,1,49,15,0,12
18,50,50,500,0.95,100,0.001,5,0.001,788,1,49,10,0,10
19,50,50,500,0.95,100,0.001,5,0.001,801,3,48,12,0,12
20,50,50,500,0.95,100,0.001,5,0.001,729,2,45,16,0,15
21,50,50,500,0.95,100,0.001,5,0.001,682,1,47,18,0,15
22,50,50,500,0.95,100,0.001,5,0.001,1014,0,48,14,0,13
23,50,50,500,0.95,100,0.001,5,0.001,806,0,47,16,0,14
24,50,50,500,0.95,100,0.001,5,0.001,676,1,48,15,0,13
25,50,50,500,0.95,100,0.001,5,0.001,740,0,48,8,0,8
26,50,50,500,0.95,100,0.001,5,0.001,758,1,49,16,0,14
27,50,50,500,0.95,100,0.001,5,0.001,732,1,49,12,0,11
28,50,50,500,0.95,100,0.001,5,0.001,706,1,49,15,0,15
29,50,50,500,0.95,100,0.001,5,0.001,783,1,47,7,0,7
30,50,50,500,0.95,100,0.001,5,0.001,660,1,48,14,0,14
31,50,50,500,0.95,100,0.001,5,0.001,670,1,47,18,0,17
32,50,50,500,0.95,100,0.001,5,0.001,631,0,46,17,0,16
33,50,50,500,0.95,100,0.001,5,0.001,672,1,46,12,0,12
34,50,50,500,0.95,100,0.001,5,0.001,583,0,48,14,0,12
35,50,50,500,0.95,100,0.001,5,0.001,706,1,43,14,0,12
36,50,50,500,0.95,100,0.001,5,0.001,711,2,47,14,0,14
37,50,50,500,0.95,100,0.001,5,0.001,712,1,46,11,0,11
38,50,50,500,0.95,100,0.001,5,0.001,821,0,48,16,0,13
39,50,50,500,0.95,100,0.001,5,0.001,687,0,47,10,0,9
40,50,50,500,0.95,100,0.001,5,0.001,724,0,48,10,0,10
41,50,50,500,0.95,100,0.001,5,0.001,678,3,47,17,0,17
42,50,50,500,0.95,100,0.001,5,0.001,695,2,49,21,0,17
43,50,50,500,0.95,100,0.001,5,0.001,671,2,46,7,0,7
44,50,50,500,0.95,100,0.001,5,0.001,605,0,46,11,0,10
45,50,50,500,0.95,100,0.001,5,0.001,634,0,49,16,0,14
46,50,50,500,0.95,100,0.001,5,0.001,724,0,48,17,0,13
47,50,50,500,0.95,100,0.001,5,0.001,748,1,46,8,0,8
48,50,50,500,0.95,100,0.001,5,0.001,724,0,48,12,0,11
49,50,50,500,0.95,100,0.001,5,0.001,811,0,48,17,0,15
50,50,50,500,0.95,100,0.001,5,0.001,772,1,49,15,0,14
51,50,50,500,0.95,100,0.001,5,0.001,585,0,49,12,0,10
52,50,50,500,0.95,100,0.001,5,0.001,735,0,50,21,0,20
53,50,50,500,0.95,100,0.001,5,0.001,794,0,49,19,0,15
54,50,50,500,0.95,100,0.001,5,0.001,750,1,49,17,0,15
55,50,50,500,0.95,100,0.001,5,0.001,802,0,48,15,0,14
56,50,50,500,0.95,100,0.001,5,0.001,777,1,50,11,1,10
57,50,50,500,0.95,100,0.001,5,0.001,819,1,50,11,0,10
58,50,50,500,0.95,100,0.001,5,0.001,816,1,47,9,0,8
59,50,50,500,0.95,100,0.001,5,0.001,757,1,47,11,0,10
60,50,50,500,0.95,100,0.001,5,0.001,725,1,48,15,0,13
61,50,50,500,0.95,100,0.001,5,0.001,723,1,48,10,0,9
62,50,50,500,0.95,100,0.001,5,0.001,738,3,49,11,0,11
63,50,50,500,0.95,100,0.001,5,0.001,644,0,47,18,0,16
64,50,50,500,0.95,100,0.001,5,0.001,647,1,46,15,0,15
65,50,50,500,0.95,100,0.001,5,0.001,649,1,44,11,0,11
66,50,50,500,0.95,100,0.001,5,0.001,718,1,49,14,0,13
67,50,50,500,0.95,100,0.001,5,0.001,720,1,50,10,0,9
68,50,50,500,0.95,100,0.001,5,0.001,836,2,49,18,0,15
69,50,50,500,0.95,100,0.001,5,0.001,796,0,47,23,0,20
70,50,50,500,0.95,100,0.001,5,0.001,828,0,48,15,0,13
71,50,50,500,0.95,100,0.001,5,0.001,729,0,48,10,0,10
72,50,50,500,0.95,100,0.001,5,0.001,644,1,47,13,0,12
73,50,50,500,0.95,100,0.001,5,0.001,757,0,50,14,0,12
74,50,50,500,0.95,100,0.001,5,0.001,745,0,49,13,0,10
75,50,50,500,0.95,100,0.001,5,0.001,746,1,49,16,0,14
76,50,50,500,0.95,100,0.001,5,0.001,648,1,49,14,0,10
77,50,50,500,0.95,100,0.001,5,0.001,652,1,44,9,0,8
78,50,50,500,0.95,100,0.001,5,0.001,771,0,48,13,0,12
79,50,50,500,0.95,100,0.001,5,0.001,674,0,47,13,0,11
80,50,50,500,0.95,100,0.001,5,0.001,663,2,49,12,0,10
81,50,50,500,0.95,100,0.001,5,0.001,753,1,50,21,0,16
82,50,50,500,0.95,100,0.001,5,0.001,845,0,48,21,0,14
83,50,50,500,0.95,100,0.001,5,0.001,661,0,46,16,0,13
84,50,50,500,0.95,100,0.001,5,0.001,751,2,48,12,0,11
85,50,50,500,0.95,100,0.001,5,0.001,694,0,47,16,0,14
86,50,50,500,0.95,100,0.001,5,0.001,708,2,49,7,0,7
87,50,50,500,0.95,100,0.001,5,0.001,678,0,47,12,0,12
88,50,50,500,0.95,100,0.001,5,0.001,793,0,48,16,0,13
89,50,50,500,0.95,100,0.001,5,0.001,707,0,49,13,0,9
90,50,50,500,0.95,100,0.001,5,0.001,691,0,46,29,0,21
91,50,50,500,0.95,100,0.001,5,0.001,594,0,47,10,0,10
92,50,50,500,0.95,100,0.001,5,0.001,749,0,50,10,0,8
93,50,50,500,0.95,100,0.001,5,0.001,706,2,48,20,0,14
94,50,50,500,0.95,100,0.001,5,0.001,808,0,48,16,0,16
95,50,50,500,0.95,100,0.001,5,0.001,846,1,48,18,0,16
96,50,50,500,0.95,100,0.001,5,0.001,746,1,49,8,0,8
97,50,50,500,0.95,100,0.001,5,0.001,782,1,50,12,0,12
98,50,50,500,0.95,100,0.001,5,0.001,681,1,46,7,0,6
99,50,50,500,0.95,100,0.001,5,0.001,737,0,47,16,0,15
100,50,50,500,0.95,100,0.001,5,0.001,896,1,49,16,0,10
1,50,50,500,0.95,250,0.001,5,0.001,2075,2,50,11,0,9
2,50,50,500,0.95,250,0.001,5,0.001,1817,1,50,11,0,11
3,50,50,500,0.95,250,0.001,5,0.001,1972,4,49,7,0,6
4,50,50,500,0.95,250,0.001,5,0.001,1906,0,50,18,0,16
5,50,50,500,0.95,250,0.001,5,0.001,1775,2,50,19,0,12
6,50,50,500,0.95,250,0.001,5,0.001,1953,1,50,9,0,9
7,50,50,500,0.95,250,0.001,5,0.001,1608,2,49,14,0,12
8,50,50,500,0.95,250,0.001,5,0.001,1646,3,49,17,0,14
9,50,50,500,0.95,250,0.001,5,0.001,1849,1,46,18,0,15
10,50,50,500,0.95,250,0.001,5,0.001,1921,3,50,10,0,9
11,50,50,500,0.95,250,0.001,5,0.001,1884,2,50,14,0,12
12,50,50,500,0.95,250,0.001,5,0.001,1848,1,50,9,0,8
13,50,50,500,0.95,250,0.001,5,0.001,1788,3,50,12,0,10
14,50,50,500,0.95,250,0.001,5,0.001,1975,1,48,6,0,6
15,50,50,500,0.95,250,0.001,5,0.001,1809,0,49,15,0,14
16,50,50,500,0.95,250,0.001,5,0.001,1779,1,49,15,0,15
17,50,50,500,0.95,250,0.001,5,0.001,1700,1,50,11,0,10
18,50,50,500,0.95,250,0.001,5,0.001,1829,3,48,11,0,9
19,50,50,500,0.95,250,0.001,5,0.001,1650,2,49,23,0,21
20,50,50,500,0.95,250,0.001,5,0.001,1862,3,49,11,0,10
21,50,50,500,0.95,250,0.001,5,0.001,1936,3,50,8,0,8
22,50,50,500,0.95,250,0.001,5,0.001,1751,6,50,14,0,14
23,50,50,500,0.95,250,0.001,5,0.001,1931,2,49,9,0,9
24,50,50,500,0.95,250,0.001,5,0.001,1625,2,48,16,0,11
25,50,50,500,0.95,250,0.001,5,0.001,1924,1,49,7,0,6
26,50,50,500,0.95,250,0.001,5,0.001,1926,0,49,21,0,18
27,50,50,500,0.95,250,0.001,5,0.001,1776,1,48,14,0,14
28,50,50,500,0.95,250,0.001,5,0.001,1729,2,49,8,0,7
29,50,50,500,0.95,250,0.001,5,0.001,1727,3,50,17,0,16
30,50,50,500,0.95,250,0.001,5,0.001,1746,3,50,8,0,8
31,50,50,500,0.95,250,0.001,5,0.001,1870,4,50,12,0,10
32,50,50,500,0.95,250,0.001,5,0.001,1790,0,50,13,0,11
33,50,50,500,0.95,250,0.001,5,0.001,1619,0,50,12,0,11
34,50,50,500,0.95,250,0.001,5,0.001,1458,1,47,12,0,11
35,50,50,500,0.95,250,0.001,5,0.001,1855,2,49,10,0,9
36,50,50,500,0.95,250,0.001,5,0.001,1841,1,50,19,0,18
37,50,50,500,0.95,250,0.001,5,0.001,1689,3,49,13,0,11
38,50,50,500,0.95,250,0.001,5,0.001,1927,0,50,17,0,16
39,50,50,500,0.95,250,0.001,5,0.001,2058,2,49,18,0,15
40,50,50,500,0.95,250,0.001,5,0.001,1710,0,49,16,0,15
41,50,50,500,0.95,250,0.001,5,0.001,1907,0,49,19,0,15
42,50,50,500,0.95,250,0.001,5,0.001,1721,2,50,4,0,4
43,50,50,500,0.95,250,0.001,5,0.001,1699,1,50,12,0,9
44,50,50,500,0.95,250,0.001,5,0.001,1777,2,50,7,0,7
45,50,50,500,0.95,250,0.001,5,0.001,2025,1,50,11,0,10
46,50,50,500,0.95,250,0.001,5,0.001,1994,3,50,16,0,16
47,50,50,500,0.95,250,0.001,5,0.001,1837,1,50,25,0,21
48,50,50,500,0.95,250,0.001,5,0.001,1581,3,49,9,0,7
49,50,50,500,0.95,250,0.001,5,0.001,1777,4,49,7,0,7
50,50,50,500,0.95,250,0.001,5,0.001,2010,0,49,16,0,14
51,50,50,500,0.95,250,0.001,5,0.001,1828,2,49,25,0,18
52,50,50,500,0.95,250,0.001,5,0.001,1921,2,49,17,0,15
53,50,50,500,0.95,250,0.001,5,0.001,1789,2,50,14,0,14
54,50,50,500,0.95,250,0.001,5,0.001,1880,4,49,15,0,15
55,50,50,500,0.95,250,0.001,5,0.001,1774,2,48,11,0,8
56,50,50,500,0.95,250,0.001,5,0.001,2081,1,50,13,0,10
57,50,50,500,0.95,250,0.001,5,0.001,1994,1,50,20,0,17
58,50,50,500,0.95,250,0.001,5,0.001,1634,2,48,14,0,13
59,50,50,500,0.95,250,0.001,5,0.001,1704,1,49,13,0,10
60,50,50,500,0.95,250,0.001,5,0.001,1778,1,50,13,0,9
61,50,50,500,0.95,250,0.001,5,0.001,1861,0,48,13,0,12
62,50,50,500,0.95,250,0.001,5,0.001,1685,4,50,13,0,11
63,50,50,500,0.95,250,0.001,5,0.001,1809,0,50,13,0,12
64,50,50,500,0.95,250,0.001,5,0.001,1817,1,50,12,0,12
65,50,50,500,0.95,250,0.001,5,0.001,1539,2,48,12,0,12
66,50,50,500,0.95,250,0.001,5,0.001,1923,3,50,23,0,20
67,50,50,500,0.95,250,0.001,5,0.001,1681,5,48,15,0,15
68,50,50,500,0.95,250,0.001,5,0.001,1628,3,49,12,0,12
69,50,50,500,0.95,250,0.001,5,0.001,1849,1,49,18,0,15
70,50,50,500,0.95,250,0.001,5,0.001,1465,4,48,10,0,10
71,50,50,500,0.95,250,0.001,5,0.001,2031,1,50,9,0,9
72,50,50,500,0.95,250,0.001,5,0.001,1765,0,48,15,0,15
73,50,50,500,0.95,250,0.001,5,0.001,1785,1,49,13,0,12
74,50,50,500,0.95,250,0.001,5,0.001,1762,1,50,8,0,5
75,50,50,500,0.95,250,0.001,5,0.001,1739,0,50,8,0,8
76,50,50,500,0.95,250,0.001,5,0.001,1714,2,49,7,0,7
77,50,50,500,0.95,250,0.001,5,0.001,1835,2,50,14,0,13
78,50,50,500,0.95,250,0.001,5,0.001,2255,2,50,19,0,16
79,50,50,500,0.95,250,0.001,5,0.001,1625,4,50,12,0,10
80,50,50,500,0.95,250,0.001,5,0.001,1858,2,49,15,0,11
81,50,50,500,0.95,250,0.001,5,0.001,1841,2,50,11,0,10
82,50,50,500,0.95,250,0.001,5,0.001,1952,2,49,17,0,14
83,50,50,500,0.95,250,0.001,5,0.001,1703,2,50,18,0,15
84,50,50,500,0.95,250,0.001,5,0.001,1739,1,50,21,0,14
85,50,50,500,0.95,250,0.001,5,0.001,1526,3,50,10,0,7
